,Corriente inicial (A),Corriente final (A),Valor del registro (decimal)
8674,1.1361025577405868e-06,1.8361025577405867e-06,7
8675,3.6286171748508667e-06,2.8286171748508668e-06,15
8676,2.1924074481625976e-06,2.4924074481625977e-06,3
8677,1.7818306616875102e-06,2.4818306616875102e-06,7
8678,3.60741653607536e-06,2.80741653607536e-06,15
8679,4.093715441707144e-06,3.2937154417071437e-06,15
8680,2.0848324059205733e-06,2.4848324059205732e-06,4
8681,2.1464309558583206e-06,2.5464309558583206e-06,4
8682,4.529937942168113e-06,3.7299379421681134e-06,15
8683,3.824454925344459e-06,3.024454925344459e-06,15
8684,1.3582415198349662e-06,2.058241519834966e-06,7
8685,1.238854523877584e-06,1.938854523877584e-06,7
8686,3.7301151389040558e-06,2.930115138904056e-06,15
8687,4.841422032606023e-06,4.041422032606023e-06,15
8688,4.0049935230293235e-06,3.2049935230293236e-06,15
8689,4.1174683223065455e-06,3.3174683223065455e-06,15
8690,1.4290940795362892e-06,2.129094079536289e-06,7
8691,3.7108581937971916e-06,2.9108581937971916e-06,15
8692,1.973997689983481e-06,2.473997689983481e-06,5
8693,2.9887691567335775e-06,2.4887691567335777e-06,12
8694,2.6595415539542177e-06,2.4595415539542175e-06,9
8695,3.441836242378996e-06,2.6418362423789962e-06,15
8696,1.8204740787822683e-06,2.5204740787822684e-06,7
8697,2.963713102588514e-06,2.463713102588514e-06,12
8698,2.5516264929076875e-06,2.4516264929076876e-06,8
8699,2.551005393924325e-06,2.451005393924325e-06,8
8700,1.2685627785786991e-06,1.9685627785786992e-06,7
8701,1.6806193156355476e-06,2.3806193156355475e-06,7
8702,1.0529834375621005e-06,1.7529834375621003e-06,7
8703,1.890017374838724e-06,2.490017374838724e-06,6
8704,1.1783098250430815e-06,1.8783098250430816e-06,7
8705,1.3800550136788172e-06,2.0800550136788173e-06,7
8706,4.624370099619522e-06,3.824370099619522e-06,15
8707,2.252520545015559e-06,2.4525205450155593e-06,2
8708,2.850050500335771e-06,2.450050500335771e-06,11
8709,4.461808761669652e-06,3.6618087616696517e-06,15
8710,3.423498770216312e-06,2.623498770216312e-06,15
8711,1.062558202705643e-06,1.7625582027056429e-06,7
8712,4.207750252936707e-06,3.407750252936707e-06,15
8713,4.030952767415272e-06,3.230952767415272e-06,15
8714,3.0542432585519236e-06,2.4542432585519234e-06,13
8715,1.8969112826298976e-06,2.4969112826298976e-06,6
8716,4.6156005916005655e-06,3.8156005916005655e-06,15
8717,1.145885538652359e-06,1.8458855386523588e-06,7
8718,3.3219994108170208e-06,2.521999410817021e-06,15
8719,1.7162903030122499e-06,2.41629030301225e-06,7
8720,1.9428971445271165e-06,2.5428971445271167e-06,6
8721,4.938137366228537e-06,4.138137366228537e-06,15
8722,1.6851868066913567e-06,2.3851868066913566e-06,7
8723,3.7844487133507323e-06,2.9844487133507324e-06,15
8724,1.8455228507735067e-06,2.545522850773507e-06,7
8725,4.080689721098847e-06,3.280689721098847e-06,15
8726,2.907748867309369e-06,2.507748867309369e-06,11
8727,1.4654352065074824e-06,2.1654352065074825e-06,7
8728,2.07379261275532e-06,2.47379261275532e-06,4
8729,3.2040764929690288e-06,2.5040764929690287e-06,14
8730,3.706635638849957e-06,2.906635638849957e-06,15
8731,4.505779252266654e-06,3.7057792522666543e-06,15
8732,4.052482913567312e-06,3.252482913567312e-06,15
8733,4.4981306823707975e-06,3.6981306823707975e-06,15
8734,3.7712855512513617e-06,2.9712855512513617e-06,15
8735,1.4062342767745805e-06,2.1062342767745804e-06,7
8736,3.105908467887524e-06,2.505908467887524e-06,13
8737,4.344254615023784e-06,3.544254615023784e-06,15
8738,4.670568498844491e-06,3.870568498844491e-06,15
8739,2.1130740308119338e-06,2.5130740308119338e-06,4
8740,3.4125191371754563e-06,2.6125191371754564e-06,15
8741,1.9407320111264003e-06,2.5407320111264005e-06,6
8742,4.96402346664489e-06,4.16402346664489e-06,15
8743,1.0215080046567033e-06,1.7215080046567031e-06,7
8744,1.24964755767884e-06,1.94964755767884e-06,7
8745,3.0353401813054133e-06,2.5353401813054135e-06,12
8746,2.4865729522963342e-06,2.4865729522963342e-06,0
8747,2.660118388252165e-06,2.460118388252165e-06,9
8748,4.884157428183273e-06,4.084157428183273e-06,15
8749,1.3848777440017282e-06,2.0848777440017283e-06,7
8750,4.976435151085082e-06,4.176435151085082e-06,15
8751,3.476494194061451e-06,2.676494194061451e-06,15
8752,3.0684740094713006e-06,2.4684740094713004e-06,13
8753,1.049791784310913e-06,1.7497917843109128e-06,7
8754,2.4206401045811747e-06,2.5206401045811746e-06,1
8755,2.3864328800055616e-06,2.4864328800055615e-06,1
8756,4.256070981894832e-06,3.456070981894832e-06,15
8757,4.2036452050003035e-06,3.4036452050003035e-06,15
8758,4.988285225710421e-06,4.188285225710421e-06,15
8759,1.841549801772378e-06,2.541549801772378e-06,7
8760,1.7057348643635996e-06,2.4057348643635994e-06,7
8761,2.2210262411376558e-06,2.521026241137656e-06,3
8762,2.0844419748005206e-06,2.4844419748005206e-06,4
8763,1.03771409815615e-06,1.73771409815615e-06,7
8764,1.8483796697291376e-06,2.5483796697291377e-06,7
8765,3.5073579935875826e-06,2.7073579935875826e-06,15
8766,1.961502390857893e-06,2.461502390857893e-06,5
8767,1.5734791020790092e-06,2.2734791020790092e-06,7
8768,2.543376913568277e-06,2.543376913568277e-06,0
8769,3.6052145515033127e-06,2.8052145515033127e-06,15
8770,1.956611173842828e-06,2.456611173842828e-06,5
8771,4.783411614112205e-06,3.9834116141122054e-06,15
8772,4.399485794957962e-06,3.599485794957962e-06,15
8773,1.3694120155662062e-06,2.069412015566206e-06,7
8774,4.995872159230158e-06,4.195872159230158e-06,15
8775,4.3418098831545226e-06,3.5418098831545226e-06,15
8776,1.301612993583173e-06,2.001612993583173e-06,7
8777,1.9288303092414618e-06,2.528830309241462e-06,6
8778,3.869776422029458e-06,3.069776422029458e-06,15
8779,1.129843621180274e-06,1.829843621180274e-06,7
8780,2.2778864943228197e-06,2.4778864943228195e-06,2
8781,3.040242846069655e-06,2.540242846069655e-06,12
8782,1.5679590524111606e-06,2.2679590524111606e-06,7
8783,3.382222972987605e-06,2.582222972987605e-06,15
8784,2.0952937900104276e-06,2.4952937900104276e-06,4
8785,2.7568552405374243e-06,2.456855240537424e-06,10
8786,3.4300364589787373e-06,2.6300364589787374e-06,15
8787,2.5142504955120334e-06,2.5142504955120334e-06,0
8788,4.5900299449702215e-06,3.7900299449702215e-06,15
8789,2.958899270892493e-06,2.458899270892493e-06,12
8790,2.0824153730293958e-06,2.4824153730293958e-06,4
8791,3.8355406544229086e-06,3.0355406544229086e-06,15
8792,4.643687982915242e-06,3.843687982915242e-06,15
8793,1.6424248911705034e-06,2.3424248911705035e-06,7
8794,4.726262377709998e-06,3.926262377709998e-06,15
8795,2.1613338488372695e-06,2.4613338488372696e-06,3
8796,2.9806985952142157e-06,2.480698595214216e-06,12
8797,4.363444475073305e-06,3.563444475073305e-06,15
8798,1.1707031894399789e-06,1.8707031894399787e-06,7
8799,1.5891001145090869e-06,2.2891001145090867e-06,7
8800,4.675985649577241e-06,3.875985649577241e-06,15
8801,3.985277211894117e-06,3.1852772118941172e-06,15
8802,1.978952517759166e-06,2.478952517759166e-06,5
8803,2.4203736126696017e-06,2.5203736126696016e-06,1
8804,3.5486814935050884e-06,2.7486814935050884e-06,15
8805,1.757780116788971e-06,2.457780116788971e-06,7
8806,4.139061640392692e-06,3.339061640392692e-06,15
8807,3.6379209398464605e-06,2.8379209398464606e-06,15
8808,3.520292803504112e-06,2.720292803504112e-06,15
8809,4.304663200272104e-06,3.5046632002721043e-06,15
8810,2.8781897467963284e-06,2.4781897467963284e-06,11
8811,2.1906665899447127e-06,2.4906665899447127e-06,3
8812,3.308247406602893e-06,2.508247406602893e-06,15
8813,4.338113719783638e-06,3.538113719783638e-06,15
8814,3.3316364803996587e-06,2.5316364803996588e-06,15
8815,3.461625252698692e-06,2.661625252698692e-06,15
8816,4.471413496603828e-06,3.6714134966038277e-06,15
8817,1.008695959293933e-06,1.7086959592939328e-06,7
8818,1.1933693489519563e-06,1.8933693489519563e-06,7
8819,3.13112462055447e-06,2.5311246205544696e-06,13
8820,3.7258012565472988e-06,2.925801256547299e-06,15
8821,2.0316339793714645e-06,2.5316339793714643e-06,5
8822,4.847251961491112e-06,4.047251961491112e-06,15
8823,4.350109122286001e-06,3.5501091222860006e-06,15
8824,4.513426591498393e-06,3.713426591498393e-06,15
8825,2.0387383954983706e-06,2.5387383954983705e-06,5
8826,4.294347129205428e-06,3.4943471292054283e-06,15
8827,3.729190500411589e-06,2.929190500411589e-06,15
8828,4.527054758640475e-06,3.7270547586404753e-06,15
8829,4.758069420429998e-06,3.958069420429998e-06,15
8830,3.1214066863201304e-06,2.52140668632013e-06,13
8831,1.3267085987215071e-06,2.026708598721507e-06,7
8832,4.0781330312255615e-06,3.2781330312255616e-06,15
8833,4.1869013018762895e-06,3.3869013018762896e-06,15
8834,3.0938088611096118e-06,2.4938088611096116e-06,13
8835,4.880411333498512e-06,4.080411333498512e-06,15
8836,1.626241613297255e-06,2.326241613297255e-06,7
8837,2.3427541128271254e-06,2.542754112827125e-06,2
8838,2.2563442989965337e-06,2.4563442989965335e-06,2
8839,2.5840389329933294e-06,2.4840389329933296e-06,8
8840,3.637705032022384e-06,2.837705032022384e-06,15
8841,4.712429230383751e-06,3.912429230383751e-06,15
8842,4.69566843195278e-06,3.89566843195278e-06,15
8843,2.4966623694116618e-06,2.4966623694116618e-06,0
8844,4.485296924673054e-06,3.6852969246730545e-06,15
8845,4.768041554788443e-06,3.968041554788443e-06,15
8846,1.5781352970825023e-06,2.278135297082502e-06,7
8847,1.5852716102271527e-06,2.2852716102271527e-06,7
8848,4.561906105832708e-06,3.761906105832708e-06,15
8849,1.4723635618481709e-06,2.172363561848171e-06,7
8850,3.9634477473099096e-06,3.1634477473099096e-06,15
8851,1.128084239753016e-06,1.8280842397530161e-06,7
8852,2.3755522534667855e-06,2.4755522534667854e-06,1
8853,1.4219881294155706e-06,2.1219881294155707e-06,7
8854,1.733742016743814e-06,2.433742016743814e-06,7
8855,1.5670108914572839e-06,2.2670108914572837e-06,7
8856,2.289961423420886e-06,2.489961423420886e-06,2
8857,2.7639269140812994e-06,2.4639269140812993e-06,10
8858,3.509590613443293e-06,2.709590613443293e-06,15
8859,4.485742378693689e-06,3.685742378693689e-06,15
8860,1.0654388703910973e-06,1.7654388703910974e-06,7
8861,4.866872571648261e-06,4.066872571648261e-06,15
8862,4.30526493473792e-06,3.50526493473792e-06,15
8863,4.622180768319098e-06,3.822180768319098e-06,15
8864,4.769783538532472e-06,3.969783538532472e-06,15
8865,4.365418771770484e-06,3.5654187717704843e-06,15
8866,1.1345993960232547e-06,1.8345993960232546e-06,7
8867,1.8948925494342948e-06,2.4948925494342945e-06,6
8868,3.6334575129074968e-06,2.833457512907497e-06,15
8869,4.574465830675282e-06,3.7744658306752817e-06,15
8870,1.7449542966854185e-06,2.4449542966854183e-06,7
8871,1.554968031312693e-06,2.254968031312693e-06,7
8872,3.5354843698296e-06,2.7354843698296e-06,15
8873,1.5859671305658014e-06,2.2859671305658013e-06,7
8874,4.181144424560996e-06,3.3811444245609958e-06,15
8875,4.76672456871013e-06,3.96672456871013e-06,15
8876,1.7068499830842714e-06,2.4068499830842714e-06,7
8877,2.158633176051113e-06,2.458633176051113e-06,3
8878,2.6998996847445685e-06,2.4998996847445688e-06,9
8879,1.806943626985166e-06,2.506943626985166e-06,7
8880,4.11663906438282e-06,3.31663906438282e-06,15
8881,2.667274806230145e-06,2.467274806230145e-06,9
8882,4.785864087764864e-06,3.985864087764864e-06,15
8883,2.331893399403927e-06,2.531893399403927e-06,2
8884,4.238880981611847e-06,3.4388809816118472e-06,15
8885,2.900114213635766e-06,2.500114213635766e-06,11
8886,3.3107599020712153e-06,2.5107599020712153e-06,15
8887,3.0757228950421888e-06,2.4757228950421886e-06,13
8888,3.306348227647299e-06,2.506348227647299e-06,15
8889,3.861870672502952e-06,3.061870672502952e-06,15
8890,4.171207777760504e-06,3.371207777760504e-06,15
8891,2.5031711044673083e-06,2.5031711044673083e-06,0
8892,2.0374722434737334e-06,2.5374722434737333e-06,5
8893,1.5528899112432053e-06,2.252889911243205e-06,7
8894,4.965850345414951e-06,4.165850345414951e-06,15
8895,2.2435065377332206e-06,2.5435065377332207e-06,3
8896,4.234588566425487e-06,3.434588566425487e-06,15
8897,2.167247896131762e-06,2.4672478961317623e-06,3
8898,1.9491763850326037e-06,2.5491763850326034e-06,6
8899,2.1568565174098714e-06,2.4568565174098715e-06,3
8900,2.338832649050016e-06,2.538832649050016e-06,2
8901,3.971331343689588e-06,3.1713313436895876e-06,15
8902,4.064769366720474e-06,3.264769366720474e-06,15
8903,4.533624345010326e-06,3.733624345010326e-06,15
8904,1.005731825858032e-06,1.7057318258580318e-06,7
8905,3.7471994983484803e-06,2.9471994983484804e-06,15
8906,1.4789500632136905e-06,2.1789500632136903e-06,7
8907,1.2620589535134276e-06,1.9620589535134276e-06,7
8908,4.406303302972285e-06,3.6063033029722854e-06,15
8909,2.231807378820823e-06,2.531807378820823e-06,3
8910,4.250175839311812e-06,3.450175839311812e-06,15
8911,2.953038257148509e-06,2.4530382571485093e-06,12
8912,4.597212616007305e-06,3.7972126160073047e-06,15
8913,4.9797106456075915e-06,4.1797106456075915e-06,15
8914,3.6239426189861915e-06,2.8239426189861916e-06,15
8915,1.3043503257112877e-06,2.004350325711288e-06,7
8916,1.056018502789966e-06,1.756018502789966e-06,7
8917,2.8113524652633067e-06,2.5113524652633066e-06,10
8918,1.5427989918730569e-06,2.242798991873057e-06,7
8919,2.2141432405524652e-06,2.5141432405524653e-06,3
8920,3.1000874234194363e-06,2.500087423419436e-06,13
8921,2.0217306821827742e-06,2.521730682182774e-06,5
8922,3.2402098818409357e-06,2.5402098818409356e-06,14
8923,2.378310682989067e-06,2.478310682989067e-06,1
8924,3.486853515892675e-06,2.686853515892675e-06,15
8925,1.0515013126067213e-06,1.7515013126067214e-06,7
8926,2.1630244391105494e-06,2.4630244391105494e-06,3
8927,4.681598896954501e-06,3.881598896954501e-06,15
8928,2.311756974485269e-06,2.511756974485269e-06,2
8929,3.724362337794335e-06,2.924362337794335e-06,15
8930,1.0976102235941947e-06,1.7976102235941948e-06,7
8931,2.2429633506551616e-06,2.5429633506551616e-06,3
8932,1.5819810448462369e-06,2.281981044846237e-06,7
8933,1.2587408653413075e-06,1.9587408653413076e-06,7
8934,2.1308092280149997e-06,2.5308092280149997e-06,4
8935,2.3441097499807793e-06,2.544109749980779e-06,2
8936,3.3232559911680735e-06,2.5232559911680735e-06,15
8937,2.825844702939997e-06,2.525844702939997e-06,10
8938,2.7632900675456154e-06,2.4632900675456153e-06,10
8939,1.5152040829629012e-06,2.2152040829629013e-06,7
8940,1.5105268397719143e-06,2.210526839771914e-06,7
8941,3.5028211386525016e-06,2.7028211386525017e-06,15
8942,3.7316285189059097e-06,2.9316285189059097e-06,15
8943,2.251283214299362e-06,2.451283214299362e-06,2
8944,4.571815622209126e-06,3.771815622209126e-06,15
8945,3.978264040150952e-06,3.178264040150952e-06,15
8946,3.5066613169489603e-06,2.7066613169489604e-06,15
8947,1.1102223294910688e-06,1.8102223294910687e-06,7
8948,3.052846217424423e-06,2.4528462174244227e-06,13
8949,3.2781517389233128e-06,2.478151738923313e-06,15
8950,1.0192422758773335e-06,1.7192422758773336e-06,7
8951,1.1113955167222742e-06,1.8113955167222743e-06,7
8952,3.721966267485648e-06,2.921966267485648e-06,15
8953,2.1243586498271766e-06,2.5243586498271765e-06,4
8954,1.3674651358387177e-06,2.0674651358387176e-06,7
8955,4.7692079790192804e-06,3.9692079790192805e-06,15
8956,1.3229356437045197e-06,2.0229356437045196e-06,7
8957,1.9729054623770134e-06,2.4729054623770133e-06,5
8958,1.3511636037776026e-06,2.0511636037776027e-06,7
8959,3.5196062466911934e-06,2.7196062466911935e-06,15
8960,4.6332546917228895e-06,3.8332546917228895e-06,15
8961,3.3472438586111093e-06,2.5472438586111093e-06,15
8962,1.4619792351995456e-06,2.1619792351995457e-06,7
8963,1.9900036126573556e-06,2.4900036126573554e-06,5
8964,1.402125726775973e-06,2.102125726775973e-06,7
8965,2.637527876064241e-06,2.5375278760642413e-06,8
8966,1.140081359424055e-06,1.840081359424055e-06,7
8967,1.8751417168580719e-06,2.475141716858072e-06,6
8968,4.509033213405279e-06,3.7090332134052787e-06,15
8969,2.577662640483848e-06,2.477662640483848e-06,8
8970,3.957173110110052e-06,3.1571731101100517e-06,15
8971,2.6587351117465423e-06,2.4587351117465425e-06,9
8972,1.2540652680031927e-06,1.9540652680031927e-06,7
8973,4.862621954760594e-06,4.062621954760594e-06,15
8974,4.6093580150508806e-06,3.8093580150508806e-06,15
8975,2.7766115891404044e-06,2.4766115891404043e-06,10
8976,1.191844264929056e-06,1.8918442649290561e-06,7
8977,2.657064863655566e-06,2.457064863655566e-06,9
8978,1.1622846171290453e-06,1.8622846171290454e-06,7
8979,4.865817684715442e-06,4.0658176847154424e-06,15
8980,1.6001214680650412e-06,2.3001214680650413e-06,7
8981,1.6403764572262053e-06,2.3403764572262053e-06,7
8982,2.3632954823254942e-06,2.463295482325494e-06,1
8983,4.439288376526603e-06,3.639288376526603e-06,15
8984,3.0643968700055613e-06,2.464396870005561e-06,13
8985,4.90208854252718e-06,4.10208854252718e-06,15
8986,4.892790840365485e-06,4.092790840365485e-06,15
8987,1.5761746438882863e-06,2.2761746438882864e-06,7
8988,1.137476616064306e-06,1.837476616064306e-06,7
8989,4.984387879430353e-06,4.184387879430353e-06,15
8990,3.0902072367901116e-06,2.4902072367901114e-06,13
8991,3.0361046489920335e-06,2.5361046489920336e-06,12
8992,4.279915569882697e-06,3.479915569882697e-06,15
8993,3.788976555640956e-06,2.988976555640956e-06,15
8994,2.537131791897377e-06,2.537131791897377e-06,0
8995,4.708737326466518e-06,3.908737326466518e-06,15
8996,3.6080479830964712e-06,2.8080479830964713e-06,15
8997,3.4849147081255725e-06,2.6849147081255725e-06,15
8998,4.957596363378819e-06,4.157596363378819e-06,15
8999,1.3208374056467024e-06,2.0208374056467023e-06,7
9000,2.3758488993609443e-06,2.475848899360944e-06,1
9001,1.1483794838706606e-06,1.8483794838706607e-06,7
9002,2.1018617345907217e-06,2.5018617345907217e-06,4
9003,3.2746860870144887e-06,2.4746860870144887e-06,15
9004,4.961270524735654e-06,4.161270524735654e-06,15
9005,2.4023389648659643e-06,2.502338964865964e-06,1
9006,4.773512842371641e-06,3.973512842371641e-06,15
9007,2.3373936960220142e-06,2.537393696022014e-06,2
9008,3.4166544815336013e-06,2.6166544815336013e-06,15
9009,2.160013492071802e-06,2.460013492071802e-06,3
9010,1.4518551204745287e-06,2.1518551204745285e-06,7
9011,3.1356400772549126e-06,2.5356400772549124e-06,13
9012,2.4795131945084166e-06,2.4795131945084166e-06,0
9013,4.867534423844584e-06,4.067534423844584e-06,15
9014,2.281743250264844e-06,2.4817432502648438e-06,2
9015,3.5768226029780815e-06,2.7768226029780815e-06,15
9016,2.746112403172118e-06,2.5461124031721182e-06,9
9017,4.711732176441117e-06,3.911732176441117e-06,15
9018,2.0610754624685123e-06,2.4610754624685123e-06,4
9019,4.607544583334705e-06,3.807544583334705e-06,15
9020,4.6333209738510165e-06,3.8333209738510165e-06,15
9021,1.317461496624243e-06,2.0174614966242428e-06,7
9022,1.520062052773643e-06,2.220062052773643e-06,7
9023,4.8607530584914094e-06,4.0607530584914095e-06,15
9024,1.07760255123489e-06,1.77760255123489e-06,7
9025,1.8174567800031593e-06,2.5174567800031594e-06,7
9026,4.511314101873686e-06,3.7113141018736863e-06,15
9027,2.261785595552202e-06,2.461785595552202e-06,2
9028,2.5733928266987702e-06,2.4733928266987703e-06,8
9029,2.7027492472070936e-06,2.502749247207094e-06,9
9030,2.197207957118309e-06,2.4972079571183093e-06,3
9031,4.947338305057666e-06,4.1473383050576664e-06,15
9032,4.696282587738874e-06,3.896282587738874e-06,15
9033,4.923485111055192e-06,4.123485111055192e-06,15
9034,1.5567316444812467e-06,2.256731644481247e-06,7
9035,2.0096186623915617e-06,2.5096186623915615e-06,5
9036,4.9098794391712724e-06,4.1098794391712725e-06,15
9037,4.582333164442841e-06,3.7823331644428413e-06,15
9038,1.0952536940904145e-06,1.7952536940904144e-06,7
9039,4.514004563280893e-06,3.714004563280893e-06,15
9040,2.485264631379269e-06,2.485264631379269e-06,0
9041,4.036894477168318e-06,3.236894477168318e-06,15
9042,2.010652848822298e-06,2.510652848822298e-06,5
9043,2.018649093300023e-06,2.518649093300023e-06,5
9044,3.5956964352529495e-06,2.7956964352529495e-06,15
9045,3.992445749489196e-06,3.1924457494891962e-06,15
9046,3.156505813776498e-06,2.456505813776498e-06,14
9047,2.912161955880743e-06,2.512161955880743e-06,11
9048,2.100964663848736e-06,2.500964663848736e-06,4
9049,3.549773404403734e-06,2.749773404403734e-06,15
9050,2.968728700142396e-06,2.468728700142396e-06,12
9051,1.7321765675472453e-06,2.432176567547245e-06,7
9052,1.063527012514235e-06,1.7635270125142348e-06,7
9053,2.451348913246953e-06,2.451348913246953e-06,0
9054,3.859304768116163e-06,3.059304768116163e-06,15
9055,4.517470961435016e-06,3.717470961435016e-06,15
9056,1.8976469035311458e-06,2.4976469035311456e-06,6
9057,4.781472953435671e-06,3.981472953435671e-06,15
9058,3.232171163122634e-06,2.532171163122634e-06,14
9059,3.5428493601149048e-06,2.742849360114905e-06,15
9060,2.9106045196867427e-06,2.5106045196867427e-06,11
9061,3.1763178355970557e-06,2.4763178355970556e-06,14
9062,3.4294347962246104e-06,2.6294347962246105e-06,15
9063,2.491155565464704e-06,2.491155565464704e-06,0
9064,2.7961744130630606e-06,2.4961744130630605e-06,10
9065,3.3293389942183213e-06,2.5293389942183213e-06,15
9066,2.5207719974519857e-06,2.5207719974519857e-06,0
9067,1.8289334104988844e-06,2.5289334104988845e-06,7
9068,1.191478815787311e-06,1.8914788157873111e-06,7
9069,1.3652573000235653e-06,2.0652573000235654e-06,7
9070,2.590000650398382e-06,2.490000650398382e-06,8
9071,4.915526538282924e-06,4.115526538282924e-06,15
9072,1.6444205963211344e-06,2.3444205963211345e-06,7
9073,4.091658522250132e-06,3.2916585222501316e-06,15
9074,4.2519308685871044e-06,3.4519308685871045e-06,15
9075,3.017193194234149e-06,2.517193194234149e-06,12
9076,4.029029497762162e-06,3.2290294977621624e-06,15
9077,1.4330392736864312e-06,2.133039273686431e-06,7
9078,2.217051929916477e-06,2.517051929916477e-06,3
9079,1.5460548503456932e-06,2.246054850345693e-06,7
9080,2.8955347139284884e-06,2.4955347139284884e-06,11
9081,2.9612476999148803e-06,2.4612476999148805e-06,12
9082,3.0140533795160117e-06,2.514053379516012e-06,12
9083,2.487571162340486e-06,2.487571162340486e-06,0
9084,4.937878467048901e-06,4.137878467048901e-06,15
9085,2.8084689530208686e-06,2.5084689530208685e-06,10
9086,1.6202234240972957e-06,2.320223424097296e-06,7
9087,3.3500682500744543e-06,2.5500682500744544e-06,15
9088,3.425205946283762e-06,2.625205946283762e-06,15
9089,4.182749104684873e-06,3.382749104684873e-06,15
9090,2.162845403822284e-06,2.462845403822284e-06,3
9091,3.858111061952668e-06,3.058111061952668e-06,15
9092,1.3281060905097517e-06,2.0281060905097516e-06,7
9093,3.174968119549334e-06,2.474968119549334e-06,14
9094,3.4117136746111175e-06,2.6117136746111175e-06,15
9095,2.5346541533384677e-06,2.5346541533384677e-06,0
9096,1.2558246253819072e-06,1.955824625381907e-06,7
9097,2.237499823254485e-06,2.5374998232544853e-06,3
9098,1.700008402062522e-06,2.400008402062522e-06,7
9099,1.097124827904151e-06,1.797124827904151e-06,7
9100,1.1501870938379338e-06,1.8501870938379339e-06,7
9101,4.86421545564413e-06,4.06421545564413e-06,15
9102,4.8629406171183465e-06,4.0629406171183465e-06,15
9103,4.375268627776409e-06,3.575268627776409e-06,15
9104,3.1152842970632036e-06,2.5152842970632035e-06,13
9105,4.450002825873202e-06,3.6500028258732022e-06,15
9106,3.3819103193062325e-06,2.5819103193062325e-06,15
9107,3.568853910100879e-06,2.768853910100879e-06,15
9108,3.6468933057362897e-06,2.8468933057362897e-06,15
9109,1.8889385567890444e-06,2.4889385567890443e-06,6
9110,4.736449794496742e-06,3.936449794496742e-06,15
9111,3.845825242808022e-06,3.0458252428080224e-06,15
9112,1.5904952709323667e-06,2.2904952709323668e-06,7
9113,3.8908043487534555e-06,3.0908043487534555e-06,15
9114,3.5802934344933933e-06,2.7802934344933933e-06,15
9115,1.4269912609264655e-06,2.1269912609264653e-06,7
9116,1.9565384150425786e-06,2.4565384150425785e-06,5
9117,4.614463402616547e-06,3.8144634026165473e-06,15
9118,2.939860305192855e-06,2.539860305192855e-06,11
9119,2.8599431438994328e-06,2.459943143899433e-06,11
9120,4.772377531206333e-06,3.972377531206333e-06,15
9121,1.143185381110526e-06,1.8431853811105262e-06,7
9122,3.6237750928502244e-06,2.8237750928502244e-06,15
9123,3.318566321524853e-06,2.518566321524853e-06,15
9124,1.2990992256522035e-06,1.9990992256522036e-06,7
9125,3.0429588227496558e-06,2.542958822749656e-06,12
9126,1.031109544710938e-06,1.7311095447109378e-06,7
9127,4.171260276389373e-06,3.371260276389373e-06,15
9128,1.7794219044205503e-06,2.4794219044205504e-06,7
9129,3.660755550507617e-06,2.8607555505076172e-06,15
9130,4.0774304531084155e-06,3.2774304531084155e-06,15
9131,4.173552963598074e-06,3.373552963598074e-06,15
9132,3.659420637323593e-06,2.859420637323593e-06,15
9133,2.3126566344227735e-06,2.5126566344227733e-06,2
9134,4.771209192606137e-06,3.971209192606137e-06,15
9135,2.49244265307298e-06,2.49244265307298e-06,0
9136,3.568770850664503e-06,2.768770850664503e-06,15
9137,2.9902537353826365e-06,2.4902537353826366e-06,12
9138,1.1203232562774676e-06,1.8203232562774675e-06,7
9139,3.248260415031939e-06,2.548260415031939e-06,14
9140,4.060748101612441e-06,3.260748101612441e-06,15
9141,1.1482945154389394e-06,1.8482945154389395e-06,7
9142,2.0480264243946892e-06,2.548026424394689e-06,5
9143,1.89770060700062e-06,2.49770060700062e-06,6
9144,3.487587471514377e-06,2.687587471514377e-06,15
9145,1.5075870081675862e-06,2.207587008167586e-06,7
9146,2.8490512691204605e-06,2.5490512691204604e-06,10
9147,1.0815604023991682e-06,1.7815604023991682e-06,7
9148,4.565114248584077e-06,3.7651142485840773e-06,15
9149,3.509678804522279e-06,2.709678804522279e-06,15
9150,4.265419874121063e-06,3.465419874121063e-06,15
9151,1.714639096833305e-06,2.414639096833305e-06,7
9152,2.615804372507972e-06,2.5158043725079723e-06,8
9153,3.788681653386529e-06,2.988681653386529e-06,15
9154,1.8053291838881079e-06,2.5053291838881077e-06,7
9155,1.0890511122366947e-06,1.7890511122366945e-06,7
9156,2.2754976394615013e-06,2.4754976394615015e-06,2
9157,1.1392290291206253e-06,1.8392290291206254e-06,7
9158,1.1576715671655181e-06,1.8576715671655182e-06,7
9159,1.3287773026342497e-06,2.02877730263425e-06,7
9160,3.3938209350455727e-06,2.5938209350455728e-06,15
9161,2.2619214746569415e-06,2.4619214746569417e-06,2
9162,1.4269502771380433e-06,2.126950277138043e-06,7
9163,1.6204538528158997e-06,2.3204538528158998e-06,7
9164,1.5794120089165252e-06,2.2794120089165253e-06,7
9165,2.1044230133755952e-06,2.5044230133755952e-06,4
9166,2.9891920064879233e-06,2.4891920064879234e-06,12
9167,1.6797637648919857e-06,2.3797637648919857e-06,7
9168,4.921319631517532e-06,4.121319631517532e-06,15
9169,4.149852293041357e-06,3.3498522930413568e-06,15
9170,4.945830342944703e-06,4.145830342944703e-06,15
