Corriente inicial (A),Corriente final (A),Valor del registro 1,Valor del registro 2
3.065449572472886e-06,2.4654495724728866e-06,13,-1
3.7828244773882894e-06,2.482824477388291e-06,15,12
1.7692684550855577e-06,2.469268455085557e-06,7,0
3.6630382810878125e-06,2.463038281087814e-06,15,11
4.370565169342238e-06,2.77056516934224e-06,15,15
2.160913523977032e-06,2.460913523977032e-06,3,-1
4.2467444711523545e-06,2.6467444711523563e-06,15,15
1.671121265297558e-06,2.471121265297557e-06,7,1
4.3887206973991745e-06,2.7887206973991762e-06,15,15
3.375441047236453e-06,2.475441047236454e-06,15,8
2.9927751286325396e-06,2.49277512863254e-06,12,-1
2.3844945625853165e-06,2.4844945625853163e-06,1,-1
3.5664196851668854e-06,2.4664196851668866e-06,15,10
4.668663546030559e-06,3.0686635460305606e-06,15,15
2.720168761166703e-06,2.5201687611667034e-06,9,-1
3.396965151309706e-06,2.496965151309707e-06,15,8
3.5333017245619856e-06,2.5333017245619867e-06,15,9
1.8905806214800827e-06,2.490580621480082e-06,6,-1
1.8994423892850834e-06,2.499442389285083e-06,6,-1
2.910235329305142e-06,2.5102353293051426e-06,11,-1
4.872413276765241e-06,3.272413276765243e-06,15,15
4.93537564650213e-06,3.3353756465021315e-06,15,15
3.259361926517942e-06,2.4593619265179427e-06,15,7
4.1273759219299e-06,2.5273759219299015e-06,15,15
4.393628281365761e-06,2.7936282813657626e-06,15,15
4.169755232115403e-06,2.5697552321154046e-06,15,15
4.9268819366015974e-06,3.326881936601599e-06,15,15
2.8933690815910986e-06,2.493369081591099e-06,11,-1
3.963708815212444e-06,2.4637088152124453e-06,15,14
3.87807637991016e-06,2.4780763799101615e-06,15,13
4.1562225378411605e-06,2.5562225378411623e-06,15,15
4.139386302775571e-06,2.5393863027755724e-06,15,15
4.436011660615431e-06,2.836011660615433e-06,15,15
4.294449365809255e-06,2.6944493658092564e-06,15,15
4.996915187832877e-06,3.3969151878328788e-06,15,15
4.158084228767284e-06,2.5580842287672857e-06,15,15
4.768190913701462e-06,3.1681909137014635e-06,15,15
4.140615292657212e-06,2.5406152926572136e-06,15,15
4.395421872049934e-06,2.795421872049936e-06,15,15
1.6994258598868283e-06,2.4994258598868275e-06,7,1
2.614310654272473e-06,2.5143106542724733e-06,8,-1
2.8273487778727034e-06,2.5273487778727037e-06,10,-1
1.0905462336920086e-06,2.4905462336920073e-06,7,7
1.5493798152377724e-06,2.5493798152377713e-06,7,3
2.5272542583831823e-06,2.5272542583831823e-06,0,0
1.9663871145259503e-06,2.4663871145259497e-06,5,-1
3.582147940549499e-06,2.4821479405495e-06,15,10
4.494509463020631e-06,2.894509463020633e-06,15,15
1.3229931195557138e-06,2.5229931195557124e-06,7,5
4.420810935985409e-06,2.8208109359854107e-06,15,15
4.592338696890691e-06,2.992338696890693e-06,15,15
4.5849631260132624e-06,2.984963126013264e-06,15,15
1.4807827859902124e-06,2.4807827859902113e-06,7,3
3.01278577712743e-06,2.5127857771274305e-06,12,-1
1.0426370343787741e-06,2.442637034378773e-06,7,7
4.890399282491141e-06,3.290399282491143e-06,15,15
3.1745450293293294e-06,2.47454502932933e-06,14,-1
2.4681982550948864e-06,2.4681982550948864e-06,0,0
3.498696508094774e-06,2.4986965080947753e-06,15,9
2.203393028944493e-06,2.5033930289444927e-06,3,-1
2.6706216272799635e-06,2.4706216272799638e-06,9,-1
1.2517561585321476e-06,2.4517561585321463e-06,7,5
3.773107053690844e-06,2.4731070536908453e-06,15,12
2.2644974020207317e-06,2.4644974020207315e-06,2,-1
1.5225490910381626e-06,2.5225490910381617e-06,7,3
3.536597259622528e-06,2.5365972596225293e-06,15,9
2.5224710147078384e-06,2.5224710147078384e-06,0,0
2.0662418499651096e-06,2.466241849965109e-06,4,-1
3.490222637767315e-06,2.4902226377673163e-06,15,9
2.347130197689476e-06,2.547130197689476e-06,2,-1
3.976489091368923e-06,2.4764890913689246e-06,15,14
2.160071356030576e-06,2.4600713560305756e-06,3,-1
3.706033148428903e-06,2.5060331484289042e-06,15,11
4.274455133663087e-06,2.674455133663089e-06,15,15
1.3704063688721405e-06,2.4704063688721393e-06,7,4
3.3064195075434122e-06,2.506419507543413e-06,15,7
1.8647162039910287e-06,2.464716203991028e-06,6,-1
4.75456805199666e-06,3.154568051996662e-06,15,15
1.7418981257280346e-06,2.5418981257280338e-06,7,1
3.899148343977518e-06,2.4991483439775193e-06,15,13
1.1464628232302569e-06,2.5464628232302553e-06,7,7
1.0519113523806843e-06,2.4519113523806827e-06,7,7
1.1312733259334017e-06,2.5312733259334e-06,7,7
1.4163046235694385e-06,2.5163046235694373e-06,7,4
2.2429226595318654e-06,2.542922659531865e-06,3,-1
4.351043108504291e-06,2.7510431085042926e-06,15,15
3.83605152246732e-06,2.536051522467321e-06,15,12
2.1098533619670537e-06,2.5098533619670533e-06,4,-1
1.3703829856259682e-06,2.470382985625967e-06,7,4
2.6946666375064213e-06,2.4946666375064215e-06,9,-1
4.333071319561673e-06,2.733071319561675e-06,15,15
4.025460348117766e-06,2.5254603481177676e-06,15,14
4.602705502290705e-06,3.0027055022907067e-06,15,15
2.321853734778964e-06,2.5218537347789637e-06,2,-1
2.5407584125536205e-06,2.5407584125536205e-06,0,0
4.209711071202561e-06,2.6097110712025626e-06,15,15
3.049900859779572e-06,2.5499008597795725e-06,12,-1
2.347306487606811e-06,2.5473064876068107e-06,2,-1
2.365459133932498e-06,2.465459133932498e-06,1,-1
2.185081669503412e-06,2.4850816695034116e-06,3,-1
1.7040893026019589e-06,2.504089302601958e-06,7,1
4.100160259074587e-06,2.500160259074589e-06,15,15
1.3466541457594486e-06,2.5466541457594473e-06,7,5
3.1982853844256856e-06,2.4982853844256864e-06,14,-1
2.741643831083301e-06,2.5416438310833013e-06,9,-1
4.979224388989849e-06,3.379224388989851e-06,15,15
3.62391178475128e-06,2.523911784751281e-06,15,10
2.463712478569027e-06,2.463712478569027e-06,0,0
2.8975567216682497e-06,2.49755672166825e-06,11,-1
2.5954422521469053e-06,2.4954422521469054e-06,8,-1
3.516642756673747e-06,2.516642756673748e-06,15,9
3.863939916300215e-06,2.463939916300216e-06,15,13
3.3605928579371203e-06,2.4605928579371213e-06,15,8
1.0836397887545827e-06,2.483639788754581e-06,7,7
2.3471967781719783e-06,2.547196778171978e-06,2,-1
2.221915431624435e-06,2.5219154316244345e-06,3,-1
4.635137732151428e-06,3.03513773215143e-06,15,15
1.6651495921958586e-06,2.465149592195858e-06,7,1
2.0568076663691963e-06,2.456807666369196e-06,4,-1
2.390045000714554e-06,2.490045000714554e-06,1,-1
2.8356543241963394e-06,2.5356543241963397e-06,10,-1
2.9478136596059365e-06,2.547813659605937e-06,11,-1
3.4505581738438856e-06,2.4505581738438867e-06,15,9
2.9352093126419648e-06,2.535209312641965e-06,11,-1
3.621485596742137e-06,2.5214855967421383e-06,15,10
2.443783347153291e-06,2.543783347153291e-06,1,-1
3.83385403205661e-06,2.533854032056611e-06,15,12
3.7175694157759376e-06,2.517569415775939e-06,15,11
2.0970580700346593e-06,2.497058070034659e-06,4,-1
3.5162283129463354e-06,2.5162283129463365e-06,15,9
1.6940488479699032e-06,2.4940488479699023e-06,7,1
2.8286021389162836e-06,2.528602138916284e-06,10,-1
3.620080811591113e-06,2.5200808115911144e-06,15,10
2.3963705254069317e-06,2.4963705254069316e-06,1,-1
2.7378747323580373e-06,2.5378747323580376e-06,9,-1
3.767639193978054e-06,2.4676391939780555e-06,15,12
1.4456456152161469e-06,2.5456456152161457e-06,7,4
4.024272996147718e-06,2.5242729961477196e-06,15,14
4.1139119223448e-06,2.513911922344802e-06,15,15
3.229690665954143e-06,2.5296906659541437e-06,14,-1
3.3180247044452277e-06,2.5180247044452286e-06,15,7
2.379466319077791e-06,2.4794663190777907e-06,1,-1
1.787907093058982e-06,2.487907093058981e-06,7,0
2.4061021608694877e-06,2.5061021608694876e-06,1,-1
3.5673443542215147e-06,2.467344354221516e-06,15,10
3.217855880227625e-06,2.517855880227626e-06,14,-1
4.763502023221051e-06,3.1635020232210524e-06,15,15
2.788005161270251e-06,2.4880051612702515e-06,10,-1
2.9911110244289165e-06,2.491111024428917e-06,12,-1
1.4254311403079774e-06,2.5254311403079764e-06,7,4
1.1723810896178643e-06,2.472381089617863e-06,7,6
1.7119331552143008e-06,2.5119331552143e-06,7,1
4.6620015363221e-06,3.0620015363221014e-06,15,15
1.5936822601562112e-06,2.49368226015621e-06,7,2
3.927871285293066e-06,2.5278712852930674e-06,15,13
2.9372289322791142e-06,2.5372289322791147e-06,11,-1
1.2151467941155354e-06,2.515146794115534e-06,7,6
4.894107082550948e-06,3.2941070825509496e-06,15,15
3.257048646137294e-06,2.4570486461372947e-06,15,7
1.8416805075580043e-06,2.5416805075580036e-06,7,0
1.0174538582170949e-06,2.4174538582170935e-06,7,7
3.3579982388179946e-06,2.4579982388179956e-06,15,8
3.6064139244518294e-06,2.5064139244518306e-06,15,10
3.3434387011832536e-06,2.5434387011832545e-06,15,7
4.1471507302110015e-06,2.5471507302110033e-06,15,15
3.703456858853021e-06,2.503456858853022e-06,15,11
2.584266859612466e-06,2.484266859612466e-06,8,-1
2.8762888428041374e-06,2.476288842804138e-06,11,-1
3.656721149867453e-06,2.456721149867454e-06,15,11
2.2032674231093433e-06,2.503267423109343e-06,3,-1
4.8774584216214166e-06,3.2774584216214183e-06,15,15
1.011023242666608e-06,2.4110232426666066e-06,7,7
2.380058365173046e-06,2.4800583651730457e-06,1,-1
1.1324442516029323e-06,2.532444251602931e-06,7,7
3.888791302073388e-06,2.4887913020733893e-06,15,13
2.1220993848849795e-06,2.522099384884979e-06,4,-1
1.1014347270532308e-06,2.5014347270532294e-06,7,7
4.315918658682181e-06,2.715918658682183e-06,15,15
2.739165690826521e-06,2.5391656908265212e-06,9,-1
4.778863788397237e-06,3.1788637883972387e-06,15,15
3.6351613528081227e-06,2.535161352808124e-06,15,10
1.4731322922102494e-06,2.4731322922102483e-06,7,3
4.00157404256222e-06,2.501574042562222e-06,15,14
3.55725108052889e-06,2.4572510805288914e-06,15,10
1.3981122363530094e-06,2.4981122363530084e-06,7,4
3.848092658809136e-06,2.548092658809137e-06,15,12
1.052460937980601e-06,2.4524609379805998e-06,7,7
3.668742233905753e-06,2.4687422339057543e-06,15,11
3.0338922006658564e-06,2.533892200665857e-06,12,-1
1.722949723574282e-06,2.5229497235742812e-06,7,1
4.118976862349667e-06,2.518976862349669e-06,15,15
2.285793987083674e-06,2.4857939870836736e-06,2,-1
4.234346538191494e-06,2.634346538191496e-06,15,15
4.038373349581786e-06,2.538373349581788e-06,15,14
2.0232701472908203e-06,2.5232701472908197e-06,5,-1
2.692862798767419e-06,2.4928627987674193e-06,9,-1
2.354757965772238e-06,2.454757965772238e-06,1,-1
2.7297160560605994e-06,2.5297160560605996e-06,9,-1
4.733970505040008e-06,3.1339705050400096e-06,15,15
2.661539525366761e-06,2.4615395253667612e-06,9,-1
1.621632230359652e-06,2.521632230359651e-06,7,2
2.1036034414553833e-06,2.503603441455383e-06,4,-1
3.741367033183351e-06,2.5413670331833522e-06,15,11
3.898926705822245e-06,2.4989267058222468e-06,15,13
4.883039330867863e-06,3.2830393308678648e-06,15,15
1.129137976346655e-06,2.5291379763466535e-06,7,7
2.2496621817320717e-06,2.5496621817320714e-06,3,-1
3.6750076181366254e-06,2.4750076181366268e-06,15,11
1.426149060907374e-06,2.526149060907373e-06,7,4
2.316853692233654e-06,2.5168536922336538e-06,2,-1
2.8728181614421685e-06,2.472818161442169e-06,11,-1
2.338619911382174e-06,2.5386199113821737e-06,2,-1
4.438087482797907e-06,2.8380874827979085e-06,15,15
3.405558238624942e-06,2.505558238624943e-06,15,8
3.7731228434948564e-06,2.473122843494858e-06,15,12
3.897494142450479e-06,2.4974941424504804e-06,15,13
3.1679344784880787e-06,2.4679344784880795e-06,14,-1
3.1784169611786002e-06,2.478416961178601e-06,14,-1
3.546561868505196e-06,2.546561868505197e-06,15,9
1.0446262886576885e-06,2.444626288657687e-06,7,7
1.4498515878029812e-06,2.54985158780298e-06,7,4
1.962551563278989e-06,2.4625515632789886e-06,5,-1
1.3508347932354918e-06,2.4508347932354906e-06,7,4
4.619432621487287e-06,3.0194326214872886e-06,15,15
1.2470731789222702e-06,2.547073178922269e-06,7,6
3.5154328190918455e-06,2.5154328190918466e-06,15,9
3.85170424552601e-06,2.4517042455260115e-06,15,13
1.8627262005789578e-06,2.462726200578957e-06,6,-1
4.669092150346081e-06,3.069092150346083e-06,15,15
3.948602562636844e-06,2.5486025626368453e-06,15,13
1.7587642945412677e-06,2.458764294541267e-06,7,0
3.3007464155660322e-06,2.500746415566033e-06,15,7
1.260925495724405e-06,2.4609254957244036e-06,7,5
4.12653947625906e-06,2.5265394762590616e-06,15,15
3.7315908147591837e-06,2.531590814759185e-06,15,11
2.3748798572861735e-06,2.4748798572861734e-06,1,-1
3.8239063041414155e-06,2.523906304141417e-06,15,12
3.7201387736671385e-06,2.52013877366714e-06,15,11
4.175258946377319e-06,2.5752589463773207e-06,15,15
2.9518670728338985e-06,2.451867072833899e-06,12,-1
4.869035978502763e-06,3.269035978502765e-06,15,15
3.0857155178556365e-06,2.485715517855637e-06,13,-1
3.4959990228799666e-06,2.4959990228799677e-06,15,9
3.1896908916949882e-06,2.489690891694989e-06,14,-1
2.8851045086741327e-06,2.485104508674133e-06,11,-1
2.3420547286495973e-06,2.542054728649597e-06,2,-1
1.7464381720885957e-06,2.546438172088595e-06,7,1
4.743869448611837e-06,3.143869448611839e-06,15,15
3.7615986147260995e-06,2.461598614726101e-06,15,12
1.5870997928534625e-06,2.4870997928534615e-06,7,2
4.967777210343548e-06,3.36777721034355e-06,15,15
2.6157636495162642e-06,2.5157636495162643e-06,8,-1
1.9325521829023445e-06,2.532552182902344e-06,6,-1
1.7016860447155175e-06,2.5016860447155166e-06,7,1
4.35183439029529e-06,2.751834390295292e-06,15,15
1.2024145679071644e-06,2.502414567907163e-06,7,6
4.653401363683734e-06,3.0534013636837354e-06,15,15
2.4654116267470993e-06,2.4654116267470993e-06,0,0
2.2332313367956268e-06,2.5332313367956264e-06,3,-1
3.1945744165747028e-06,2.4945744165747036e-06,14,-1
2.051787546929859e-06,2.4517875469298587e-06,4,-1
3.594796778116537e-06,2.4947967781165384e-06,15,10
3.907686351574695e-06,2.5076863515746965e-06,15,13
2.1043914602131817e-06,2.5043914602131813e-06,4,-1
4.887403313351671e-06,3.2874033133516725e-06,15,15
2.5068874320657236e-06,2.5068874320657236e-06,0,0
3.5789823293704784e-06,2.4789823293704796e-06,15,10
4.206176890484323e-06,2.6061768904843245e-06,15,15
1.782835868361832e-06,2.482835868361831e-06,7,0
1.8109771107199296e-06,2.510977110719929e-06,7,0
1.3888682466465241e-06,2.488868246646523e-06,7,4
2.4878556974555123e-06,2.4878556974555123e-06,0,0
2.1927427985428022e-06,2.492742798542802e-06,3,-1
4.798790358274811e-06,3.198790358274813e-06,15,15
1.9367731624459634e-06,2.5367731624459627e-06,6,-1
3.940604133940292e-06,2.5406041339402933e-06,15,13
2.3100130312100073e-06,2.510013031210007e-06,2,-1
4.44494101256614e-06,2.844941012566142e-06,15,15
1.8356477719551055e-06,2.5356477719551047e-06,7,0
4.21303073732247e-06,2.6130307373224716e-06,15,15
4.6398735484488246e-06,3.0398735484488263e-06,15,15
2.206375831247639e-06,2.5063758312476385e-06,3,-1
1.0685779143054294e-06,2.468577914305428e-06,7,7
3.865890071000501e-06,2.4658900710005028e-06,15,13
4.282833630961008e-06,2.68283363096101e-06,15,15
2.6435598433014333e-06,2.5435598433014334e-06,8,-1
1.6110916841795346e-06,2.5110916841795336e-06,7,2
4.688376065592386e-06,3.0883760655923876e-06,15,15
3.878499263288865e-06,2.4784992632888667e-06,15,13
3.0307323584597232e-06,2.5307323584597238e-06,12,-1
4.72926632876969e-06,3.1292663287696917e-06,15,15
3.831707559689694e-06,2.5317075596896956e-06,15,12
1.400045468903413e-06,2.500045468903412e-06,7,4
4.058439511358867e-06,2.458439511358869e-06,15,15
4.207040970580554e-06,2.6070409705805555e-06,15,15
1.685760978941533e-06,2.4857609789415323e-06,7,1
4.150541253071817e-06,2.550541253071819e-06,15,15
4.9026423532823916e-06,3.3026423532823933e-06,15,15
1.118063512196371e-06,2.5180635121963696e-06,7,7
1.1287890745186049e-06,2.5287890745186033e-06,7,7
1.048950913398904e-06,2.4489509133989024e-06,7,7
3.8537561217414205e-06,2.453756121741422e-06,15,13
2.9542347588044582e-06,2.4542347588044588e-06,12,-1
4.504609733406227e-06,2.904609733406229e-06,15,15
4.504286809730753e-06,2.904286809730755e-06,15,15
3.895317585253263e-06,2.4953175852532648e-06,15,13
3.6787570158733467e-06,2.478757015873348e-06,15,11
3.343293656540837e-06,2.543293656540838e-06,15,7
3.487821462884399e-06,2.4878214628844e-06,15,9
4.220271287293601e-06,2.6202712872936026e-06,15,15
4.865247834113965e-06,3.2652478341139668e-06,15,15
4.205915376744165e-06,2.6059153767441665e-06,15,15
1.0645505669571707e-06,2.4645505669571694e-06,7,7
3.919838323694741e-06,2.5198383236947426e-06,15,13
3.6416260390812543e-06,2.5416260390812555e-06,15,10
2.4116727602770213e-06,2.511672760277021e-06,1,-1
1.6324541751241265e-06,2.5324541751241257e-06,7,2
4.2403695598390415e-06,2.6403695598390433e-06,15,15
1.2542752408072762e-06,2.454275240807275e-06,7,5
4.427055558716263e-06,2.827055558716265e-06,15,15
3.7117342768577375e-06,2.511734276857739e-06,15,11
1.5830048249517127e-06,2.4830048249517117e-06,7,2
2.1654021805516145e-06,2.465402180551614e-06,3,-1
1.04219302326629e-06,2.4421930232662884e-06,7,7
1.0803479125377393e-06,2.480347912537738e-06,7,7
2.173441109830615e-06,2.4734411098306147e-06,3,-1
3.0727647384529155e-06,2.472764738452916e-06,13,-1
4.300843545182335e-06,2.700843545182337e-06,15,15
2.888043719201372e-06,2.4880437192013724e-06,11,-1
3.4741230808253372e-06,2.4741230808253383e-06,15,9
4.666484598143037e-06,3.066484598143039e-06,15,15
2.6352371853298815e-06,2.5352371853298816e-06,8,-1
4.953466674576018e-06,3.35346667457602e-06,15,15
1.5549759719839362e-06,2.4549759719839355e-06,7,2
2.1871489352042967e-06,2.4871489352042963e-06,3,-1
4.233803346251292e-06,2.6338033462512937e-06,15,15
3.193033124604236e-06,2.493033124604237e-06,14,-1
1.6500027907680038e-06,2.450002790768003e-06,7,1
3.571812093353261e-06,2.471812093353262e-06,15,10
4.679837081294776e-06,3.0798370812947775e-06,15,15
2.623833472094714e-06,2.523833472094714e-06,8,-1
1.3816403883939432e-06,2.481640388393942e-06,7,4
4.876648288113421e-06,3.2766482881134227e-06,15,15
1.494130581917283e-06,2.494130581917282e-06,7,3
3.4415106972179273e-06,2.5415106972179283e-06,15,8
4.631554681690445e-06,3.0315546816904464e-06,15,15
3.232869675664135e-06,2.532869675664136e-06,14,-1
4.085752920222389e-06,2.4857529202223905e-06,15,15
3.6720245910908194e-06,2.4720245910908207e-06,15,11
3.910223668632628e-06,2.5102236686326294e-06,15,13
1.0617998150051404e-06,2.461799815005139e-06,7,7
3.4891781222962155e-06,2.4891781222962166e-06,15,9
4.430193039839938e-06,2.83019303983994e-06,15,15
4.414671955251652e-06,2.814671955251654e-06,15,15
1.1425905922808556e-06,2.5425905922808543e-06,7,7
3.649202835874387e-06,2.549202835874388e-06,15,10
2.729085253275311e-06,2.5290852532753114e-06,9,-1
1.9636913989229447e-06,2.463691398922944e-06,5,-1
4.007102867116146e-06,2.5071028671161473e-06,15,14
1.4252177058601684e-06,2.525217705860167e-06,7,4
3.235647956932391e-06,2.5356479569323917e-06,14,-1
3.6864183179845337e-06,2.486418317984535e-06,15,11
2.833050302690489e-06,2.5330503026904893e-06,10,-1
4.775083285925565e-06,3.175083285925567e-06,15,15
2.444499697236991e-06,2.544499697236991e-06,1,-1
1.9505050682405857e-06,2.450505068240585e-06,5,-1
3.927060421306726e-06,2.527060421306728e-06,15,13
2.6102980746861325e-06,2.5102980746861326e-06,8,-1
1.1387126805189096e-06,2.5387126805189082e-06,7,7
4.0963681591391155e-06,2.4963681591391173e-06,15,15
3.58254595794038e-06,2.482545957940381e-06,15,10
2.064514647506434e-06,2.4645146475064335e-06,4,-1
3.058869337820706e-06,2.4588693378207067e-06,13,-1
4.2290520629932705e-06,2.6290520629932722e-06,15,15
3.402714431787235e-06,2.502714431787236e-06,15,8
2.802632615633276e-06,2.5026326156332764e-06,10,-1
2.8974298555901655e-06,2.497429855590166e-06,11,-1
3.511025912846939e-06,2.51102591284694e-06,15,9
2.27691655914052e-06,2.4769165591405198e-06,2,-1
3.6413983138567617e-06,2.541398313856763e-06,15,10
3.4862339105765e-06,2.486233910576501e-06,15,9
4.737075695043107e-06,3.1370756950431085e-06,15,15
1.887886291146373e-06,2.4878862911463722e-06,6,-1
2.7414974990398803e-06,2.5414974990398805e-06,9,-1
4.181328343045984e-06,2.5813283430459856e-06,15,15
3.2025262047714463e-06,2.502526204771447e-06,14,-1
4.778972253208314e-06,3.1789722532083155e-06,15,15
1.9768627521415096e-06,2.476862752141509e-06,5,-1
4.242356927402547e-06,2.6423569274025486e-06,15,15
4.272015814102291e-06,2.6720158141022928e-06,15,15
4.5433087109688725e-06,2.9433087109688743e-06,15,15
2.228272525100675e-06,2.5282725251006747e-06,3,-1
2.0828186736473374e-06,2.482818673647337e-06,4,-1
3.731997883328066e-06,2.5319978833280674e-06,15,11
2.172767916283649e-06,2.472767916283649e-06,3,-1
3.1360397434841217e-06,2.5360397434841223e-06,13,-1
2.0439168727153967e-06,2.543916872715396e-06,5,-1
2.3402425331650707e-06,2.5402425331650705e-06,2,-1
1.7068993562813635e-06,2.5068993562813626e-06,7,1
3.643731239220529e-06,2.5437312392205303e-06,15,10
1.0999277201887393e-06,2.4999277201887377e-06,7,7
1.7335304637471994e-06,2.5335304637471987e-06,7,1
4.152730645638848e-06,2.5527306456388494e-06,15,15
1.5573602892991514e-06,2.4573602892991507e-06,7,2
1.8668379646234537e-06,2.466837964623453e-06,6,-1
1.7596907381994794e-06,2.459690738199479e-06,7,0
3.818654353358041e-06,2.5186543533580426e-06,15,12
2.0705489210690804e-06,2.47054892106908e-06,4,-1
3.974030730587615e-06,2.474030730587617e-06,15,14
4.431854989519476e-06,2.8318549895194777e-06,15,15
4.053572510501354e-06,2.4535725105013555e-06,15,15
4.442835788890289e-06,2.842835788890291e-06,15,15
2.551177257072629e-06,2.451177257072629e-06,8,-1
3.87521282127275e-06,2.4752128212727517e-06,15,13
1.3293983036846985e-06,2.529398303684697e-06,7,5
1.4171446363095483e-06,2.517144636309547e-06,7,4
2.896659055723439e-06,2.4966590557234394e-06,11,-1
3.98323873924416e-06,2.4832387392441617e-06,15,14
4.791652291138164e-06,3.1916522911381656e-06,15,15
1.6198549808318995e-06,2.5198549808318985e-06,7,2
1.280979101947618e-06,2.4809791019476168e-06,7,5
2.5057662973376865e-06,2.5057662973376865e-06,0,0
3.140382167206261e-06,2.5403821672062615e-06,13,-1
1.649694962206434e-06,2.549694962206433e-06,7,2
2.0431928756960526e-06,2.543192875696052e-06,5,-1
1.4519213606924185e-06,2.4519213606924174e-06,7,3
2.0559200669275704e-06,2.45592006692757e-06,4,-1
2.961127245701351e-06,2.4611272457013514e-06,12,-1
1.2808323711382416e-06,2.4808323711382403e-06,7,5
2.211739254520716e-06,2.5117392545207155e-06,3,-1
2.463778831084429e-06,2.463778831084429e-06,0,0
1.4100032883906627e-06,2.5100032883906615e-06,7,4
1.577652529494825e-06,2.477652529494824e-06,7,2
3.019932212617239e-06,2.5199322126172394e-06,12,-1
1.3838061076402193e-06,2.483806107640218e-06,7,4
1.9587128187809543e-06,2.4587128187809538e-06,5,-1
4.844199284950203e-06,3.2441992849502047e-06,15,15
4.732532150998827e-06,3.132532150998829e-06,15,15
4.080261887375737e-06,2.480261887375739e-06,15,15
1.4273374861316079e-06,2.5273374861316066e-06,7,4
1.5407896123505962e-06,2.5407896123505953e-06,7,3
2.083660089838961e-06,2.4836600898389607e-06,4,-1
1.0955574513108557e-06,2.495557451310854e-06,7,7
4.478554759893247e-06,2.8785547598932485e-06,15,15
4.65646874605726e-06,3.056468746057262e-06,15,15
2.067106117800532e-06,2.4671061178005314e-06,4,-1
2.5605350132911385e-06,2.4605350132911386e-06,8,-1
4.173487178534446e-06,2.573487178534448e-06,15,15
3.815716964617379e-06,2.5157169646173807e-06,15,12
3.7653410915549856e-06,2.465341091554987e-06,15,12
1.2501256081243413e-06,2.45012560812434e-06,7,5
4.454409362279371e-06,2.8544093622793727e-06,15,15
3.669977474868933e-06,2.469977474868934e-06,15,11
2.976031831441043e-06,2.4760318314410438e-06,12,-1
1.748079662587219e-06,2.5480796625872182e-06,7,1
2.2359142990059423e-06,2.535914299005942e-06,3,-1
4.099577698570679e-06,2.4995776985706808e-06,15,15
1.1231560006501363e-06,2.523156000650135e-06,7,7
1.958575701773122e-06,2.4585757017731216e-06,5,-1
1.907113984689957e-06,2.5071139846899566e-06,6,-1
3.3301820648864133e-06,2.530182064886414e-06,15,7
1.1055681788255622e-06,2.505568178825561e-06,7,7
1.8638047007312719e-06,2.463804700731271e-06,6,-1
1.990651601954188e-06,2.4906516019541875e-06,5,-1
2.3608353899617676e-06,2.4608353899617675e-06,1,-1
3.5735484353542277e-06,2.473548435354229e-06,15,10
3.4011190212142864e-06,2.5011190212142874e-06,15,8
4.635491234700229e-06,3.0354912347002304e-06,15,15
2.7329140649958074e-06,2.5329140649958076e-06,9,-1
3.0107569550197925e-06,2.510756955019793e-06,12,-1
2.1374787653446245e-06,2.537478765344624e-06,4,-1
4.871081295585514e-06,3.271081295585516e-06,15,15
2.094729114611703e-06,2.4947291146117026e-06,4,-1
4.137852525845271e-06,2.537852525845273e-06,15,15
3.5131053950824024e-06,2.5131053950824035e-06,15,9
1.7861803456280725e-06,2.4861803456280717e-06,7,0
2.3205105051156598e-06,2.5205105051156595e-06,2,-1
2.6313346695107033e-06,2.5313346695107034e-06,8,-1
3.5252976617755356e-06,2.5252976617755367e-06,15,9
3.580868685988145e-06,2.480868685988146e-06,15,10
1.5310972703932525e-06,2.5310972703932514e-06,7,3
2.038272382319598e-06,2.5382723823195973e-06,5,-1
3.7459181686158716e-06,2.545918168615873e-06,15,11
3.895707341487302e-06,2.495707341487304e-06,15,13
4.841068537049506e-06,3.241068537049508e-06,15,15
2.8038478553431163e-06,2.5038478553431167e-06,10,-1
4.904143204342382e-06,3.304143204342384e-06,15,15
2.022387383855521e-06,2.5223873838555205e-06,5,-1
2.336957220409555e-06,2.5369572204095547e-06,2,-1
4.248614303613645e-06,2.648614303613647e-06,15,15
3.900102820673929e-06,2.5001028206739304e-06,15,13
4.582566272936805e-06,2.982566272936807e-06,15,15
4.933715290033817e-06,3.3337152900338188e-06,15,15
1.958332509312731e-06,2.4583325093127304e-06,5,-1
1.6888561300903896e-06,2.488856130090389e-06,7,1
2.481930543182424e-06,2.481930543182424e-06,0,0
3.7988492987743396e-06,2.498849298774341e-06,15,12
1.8955370464446515e-06,2.495537046444651e-06,6,-1
1.681163501456032e-06,2.4811635014560312e-06,7,1
3.470027044410418e-06,2.470027044410419e-06,15,9
3.177853131632898e-06,2.4778531316328987e-06,14,-1
3.6116294290133825e-06,2.5116294290133837e-06,15,10
2.7666049151104265e-06,2.466604915110427e-06,10,-1
2.9059413221153152e-06,2.5059413221153157e-06,11,-1
2.6470183929411587e-06,2.5470183929411588e-06,8,-1
2.922482214351637e-06,2.5224822143516373e-06,11,-1
3.6567469696617204e-06,2.4567469696617218e-06,15,11
4.259541290924534e-06,2.659541290924536e-06,15,15
2.7479772903158656e-06,2.5479772903158658e-06,9,-1
3.352288960867681e-06,2.452288960867682e-06,15,8
