Corriente inicial (A),Corriente final (A),Valor del registro 1,Valor del registro 2
4.853601438186203e-06,3.253601438186205e-06,15,15
2.8916920534108737e-06,2.491692053410874e-06,11,-1
3.909564796975415e-06,2.5095647969754163e-06,15,13
2.614470602830624e-06,2.514470602830624e-06,8,-1
1.2175507299307563e-06,2.517550729930755e-06,7,6
1.9982774333056245e-06,2.498277433305624e-06,5,-1
1.923232284573711e-06,2.5232322845737103e-06,6,-1
3.171380265601754e-06,2.4713802656017547e-06,14,-1
2.306785772405282e-06,2.506785772405282e-06,2,-1
4.629107074507907e-06,3.0291070745079085e-06,15,15
4.9951050303462794e-06,3.395105030346281e-06,15,15
3.3606555065756843e-06,2.4606555065756853e-06,15,8
2.975029822036311e-06,2.4750298220363114e-06,12,-1
2.8545768306798115e-06,2.454576830679812e-06,11,-1
1.6096935914098932e-06,2.5096935914098924e-06,7,2
2.7060864153782906e-06,2.506086415378291e-06,9,-1
1.2184279498019036e-06,2.518427949801902e-06,7,6
1.7693809079721387e-06,2.469380907972138e-06,7,0
4.484802312523139e-06,2.884802312523141e-06,15,15
1.3673304642807148e-06,2.4673304642807135e-06,7,4
3.4237816300142376e-06,2.5237816300142386e-06,15,8
2.801671333082643e-06,2.5016713330826435e-06,10,-1
2.726722519630521e-06,2.526722519630521e-06,9,-1
1.3473993425249802e-06,2.547399342524979e-06,7,5
2.4019460873623783e-06,2.501946087362378e-06,1,-1
2.0226229144473526e-06,2.522622914447352e-06,5,-1
2.255387569087023e-06,2.455387569087023e-06,2,-1
3.04350173538635e-06,2.5435017353863507e-06,12,-1
4.683388758295908e-06,3.0833887582959093e-06,15,15
3.0202505743258512e-06,2.5202505743258518e-06,12,-1
3.2568768328616433e-06,2.4568768328616442e-06,15,7
2.1821956317325378e-06,2.4821956317325375e-06,3,-1
1.4691109494909044e-06,2.4691109494909035e-06,7,3
2.871954627493382e-06,2.4719546274933824e-06,11,-1
4.406564526679022e-06,2.8065645266790238e-06,15,15
4.268191162917714e-06,2.6681911629177154e-06,15,15
1.2435538325854375e-06,2.543553832585436e-06,7,6
1.8963391957993824e-06,2.496339195799382e-06,6,-1
2.4472717485199735e-06,2.5472717485199734e-06,1,-1
3.4323308560505876e-06,2.5323308560505886e-06,15,8
3.996288083506674e-06,2.496288083506676e-06,15,14
1.6424887476041868e-06,2.542488747604186e-06,7,2
2.8620957741910155e-06,2.462095774191016e-06,11,-1
4.3209802034764705e-06,2.7209802034764723e-06,15,15
3.6274618309578437e-06,2.527461830957845e-06,15,10
1.2530065427527037e-06,2.4530065427527026e-06,7,5
2.2831363505896266e-06,2.4831363505896263e-06,2,-1
1.515250780770218e-06,2.515250780770217e-06,7,3
2.831867306378416e-06,2.5318673063784163e-06,10,-1
1.0764162442488314e-06,2.47641624424883e-06,7,7
2.735311569139204e-06,2.5353115691392044e-06,9,-1
4.567931510280929e-06,2.9679315102809305e-06,15,15
4.001392917853459e-06,2.501392917853461e-06,15,14
2.2266039460944684e-06,2.526603946094468e-06,3,-1
3.201018465066005e-06,2.5010184650660057e-06,14,-1
3.953834311840262e-06,2.453834311840264e-06,15,14
4.1572774895370155e-06,2.5572774895370172e-06,15,15
1.0612230136695383e-06,2.461223013669537e-06,7,7
1.608451953238546e-06,2.508451953238545e-06,7,2
4.330308024056977e-06,2.7303080240569785e-06,15,15
4.308109485353943e-06,2.7081094853539445e-06,15,15
4.783357426766776e-06,3.1833574267667777e-06,15,15
2.449277362438947e-06,2.549277362438947e-06,1,-1
4.222927304747861e-06,2.622927304747863e-06,15,15
1.4048115276856415e-06,2.5048115276856403e-06,7,4
2.1419068760631863e-06,2.541906876063186e-06,4,-1
2.5573380425214273e-06,2.4573380425214274e-06,8,-1
1.5375357838903273e-06,2.5375357838903262e-06,7,3
1.2142773032251978e-06,2.5142773032251966e-06,7,6
4.157662466151162e-06,2.557662466151164e-06,15,15
2.147702524708919e-06,2.5477025247089187e-06,4,-1
4.6145555648313315e-06,3.0145555648313333e-06,15,15
1.2157656626687592e-06,2.5157656626687578e-06,7,6
2.6921351016814246e-06,2.492135101681425e-06,9,-1
2.2293844108453264e-06,2.529384410845326e-06,3,-1
1.8053557581748843e-06,2.5053557581748835e-06,7,0
4.1023131366130925e-06,2.5023131366130943e-06,15,15
1.0628424778547205e-06,2.462842477854719e-06,7,7
1.1681020780780518e-06,2.4681020780780505e-06,7,6
1.95562156263554e-06,2.4556215626355393e-06,5,-1
3.2662742298012982e-06,2.466274229801299e-06,15,7
4.647372934827087e-06,3.047372934827089e-06,15,15
1.2663691584701359e-06,2.4663691584701346e-06,7,5
4.983521734929255e-06,3.383521734929257e-06,15,15
1.885118463427808e-06,2.4851184634278074e-06,6,-1
4.671607014549745e-06,3.071607014549747e-06,15,15
2.633372564948296e-06,2.533372564948296e-06,8,-1
2.4005421057231377e-06,2.5005421057231376e-06,1,-1
3.7934872275889807e-06,2.493487227588982e-06,15,12
4.162788755671138e-06,2.56278875567114e-06,15,15
2.6462092573357425e-06,2.5462092573357426e-06,8,-1
3.1331603761269077e-06,2.5331603761269084e-06,13,-1
3.945787224883325e-06,2.5457872248833263e-06,15,13
1.6060802029119442e-06,2.506080202911943e-06,7,2
1.0162551012966676e-06,2.4162551012966662e-06,7,7
3.933751314758471e-06,2.5337513147584727e-06,15,13
2.6647013978877638e-06,2.464701397887764e-06,9,-1
2.015494194953122e-06,2.5154941949531215e-06,5,-1
4.710299315639694e-06,3.110299315639696e-06,15,15
1.417079344888939e-06,2.517079344888938e-06,7,4
3.1493237566456693e-06,2.54932375664567e-06,13,-1
1.407187256351819e-06,2.507187256351818e-06,7,4
1.91299546513723e-06,2.5129954651372294e-06,6,-1
2.260553164489034e-06,2.4605531644890338e-06,2,-1
2.742426365943611e-06,2.542426365943611e-06,9,-1
1.2519315426638128e-06,2.4519315426638117e-06,7,5
3.0536610810504135e-06,2.453661081050414e-06,13,-1
3.954091607335704e-06,2.454091607335706e-06,15,14
3.349348335185047e-06,2.549348335185048e-06,15,7
1.175305870429677e-06,2.475305870429676e-06,7,6
4.706926795661215e-06,3.1069267956612165e-06,15,15
1.3437351461169204e-06,2.543735146116919e-06,7,5
4.161969031081714e-06,2.561969031081716e-06,15,15
3.463112265844346e-06,2.463112265844347e-06,15,9
1.0821471517186505e-06,2.482147151718649e-06,7,7
3.3198485750320175e-06,2.5198485750320184e-06,15,7
1.2303283170748695e-06,2.5303283170748682e-06,7,6
3.214693571029344e-06,2.514693571029345e-06,14,-1
1.5649309663481444e-06,2.4649309663481435e-06,7,2
1.6730910246459877e-06,2.473091024645987e-06,7,1
1.6197816836858664e-06,2.5197816836858656e-06,7,2
1.2990689174356453e-06,2.499068917435644e-06,7,5
3.4598212060105654e-06,2.4598212060105665e-06,15,9
4.981085019953919e-06,3.3810850199539206e-06,15,15
1.1931056570876914e-06,2.49310565708769e-06,7,6
1.2447998889965605e-06,2.544799888996559e-06,7,6
1.1561555477275181e-06,2.4561555477275167e-06,7,6
2.9747374162475283e-06,2.474737416247529e-06,12,-1
1.2678775355035601e-06,2.467877535503559e-06,7,5
1.9458947955017435e-06,2.545894795501743e-06,6,-1
1.9427054562820886e-06,2.542705456282088e-06,6,-1
3.5490631727302807e-06,2.549063172730282e-06,15,9
4.354871894503643e-06,2.7548718945036445e-06,15,15
1.1922715190113879e-06,2.4922715190113866e-06,7,6
2.1362845033287026e-06,2.536284503328702e-06,4,-1
4.682285299740665e-06,3.082285299740667e-06,15,15
4.044679249937426e-06,2.5446792499374274e-06,15,14
4.059086706970319e-06,2.459086706970321e-06,15,15
3.792122156639681e-06,2.4921221566396824e-06,15,12
2.857350282056329e-06,2.4573502820563296e-06,11,-1
3.7667083416928615e-06,2.466708341692863e-06,15,12
3.896606361838069e-06,2.496606361838071e-06,15,13
4.445317732360607e-06,2.845317732360609e-06,15,15
4.132105796967446e-06,2.532105796967448e-06,15,15
3.879756269722396e-06,2.479756269722397e-06,15,13
3.589879495774487e-06,2.4898794957744883e-06,15,10
3.1404556355012385e-06,2.540455635501239e-06,13,-1
1.5137575621462358e-06,2.5137575621462347e-06,7,3
1.990162847315067e-06,2.4901628473150665e-06,5,-1
4.26185829881999e-06,2.6618582988199914e-06,15,15
1.280401900529041e-06,2.48040190052904e-06,7,5
1.3987188550277333e-06,2.498718855027732e-06,7,4
2.5616550406115408e-06,2.461655040611541e-06,8,-1
3.6951170848830506e-06,2.495117084883052e-06,15,11
3.4573752398442147e-06,2.4573752398442158e-06,15,9
2.397401739828792e-06,2.4974017398287917e-06,1,-1
1.8265375074279469e-06,2.526537507427946e-06,7,0
4.504213123193137e-06,2.904213123193139e-06,15,15
1.886682231835649e-06,2.4866822318356483e-06,6,-1
1.007962501068314e-06,2.4079625010683127e-06,7,7
4.0924530969532775e-06,2.4924530969532792e-06,15,15
2.8683323817263225e-06,2.468332381726323e-06,11,-1
1.5132833348353717e-06,2.5132833348353706e-06,7,3
3.813616392233119e-06,2.5136163922331205e-06,15,12
4.6825394329987064e-06,3.082539432998708e-06,15,15
1.8521780543082654e-06,2.4521780543082647e-06,6,-1
2.283799623405068e-06,2.483799623405068e-06,2,-1
2.392878485383678e-06,2.492878485383678e-06,1,-1
3.2339897544426964e-06,2.5339897544426972e-06,14,-1
2.6540348839230854e-06,2.4540348839230856e-06,9,-1
2.8515512241209953e-06,2.4515512241209957e-06,11,-1
1.8509612117542093e-06,2.4509612117542086e-06,6,-1
4.766036622347513e-06,3.1660366223475147e-06,15,15
4.531981144112313e-06,2.931981144112315e-06,15,15
1.019070004625759e-06,2.4190700046257577e-06,7,7
4.069822059129118e-06,2.46982205912912e-06,15,15
4.6807660308282914e-06,3.0807660308282932e-06,15,15
3.557048395108678e-06,2.4570483951086792e-06,15,10
4.8416418180050545e-06,3.2416418180050562e-06,15,15
3.0443782147182085e-06,2.544378214718209e-06,12,-1
3.4856718276468332e-06,2.4856718276468343e-06,15,9
2.8401641431847387e-06,2.540164143184739e-06,10,-1
4.597554278849319e-06,2.997554278849321e-06,15,15
4.0745952082426134e-06,2.474595208242615e-06,15,15
1.0831456044655474e-06,2.483145604465546e-06,7,7
4.724535532825348e-06,3.12453553282535e-06,15,15
3.536845434470631e-06,2.536845434470632e-06,15,9
1.3191203889832143e-06,2.519120388983213e-06,7,5
4.311895920459647e-06,2.711895920459649e-06,15,15
3.3223597449319584e-06,2.5223597449319593e-06,15,7
1.9366276869040587e-06,2.536627686904058e-06,6,-1
1.854512947949126e-06,2.4545129479491254e-06,6,-1
4.004124545832067e-06,2.5041245458320683e-06,15,14
1.956168702855024e-06,2.4561687028550235e-06,5,-1
3.539165293947903e-06,2.539165293947904e-06,15,9
4.574717766796993e-06,2.9747177667969944e-06,15,15
4.979002875695358e-06,3.3790028756953595e-06,15,15
3.736703189322329e-06,2.53670318932233e-06,15,11
2.2957730595881127e-06,2.4957730595881124e-06,2,-1
1.201818266114945e-06,2.5018182661149435e-06,7,6
3.0025123192290512e-06,2.5025123192290518e-06,12,-1
1.8377140640095499e-06,2.537714064009549e-06,7,0
1.6136980641376476e-06,2.5136980641376466e-06,7,2
3.192499486460533e-06,2.492499486460534e-06,14,-1
1.781893648068392e-06,2.4818936480683913e-06,7,0
1.2787037975176555e-06,2.4787037975176542e-06,7,5
4.352673505210415e-06,2.7526735052104164e-06,15,15
2.6971842257433888e-06,2.497184225743389e-06,9,-1
2.083109128087085e-06,2.4831091280870844e-06,4,-1
2.5234274498585642e-06,2.5234274498585642e-06,0,0
3.258193350849464e-06,2.458193350849465e-06,15,7
2.4318502274075113e-06,2.531850227407511e-06,1,-1
2.1496275026732025e-06,2.549627502673202e-06,4,-1
3.419010950409359e-06,2.51901095040936e-06,15,8
3.2963708574139534e-06,2.4963708574139543e-06,15,7
2.1934310359488616e-06,2.4934310359488613e-06,3,-1
3.017541114676323e-06,2.5175411146763235e-06,12,-1
1.6160603416583001e-06,2.516060341658299e-06,7,2
1.214386216599386e-06,2.5143862165993846e-06,7,6
3.0726901140696445e-06,2.472690114069645e-06,13,-1
4.6764144636814095e-06,3.0764144636814113e-06,15,15
1.2817702352362242e-06,2.481770235236223e-06,7,5
4.899423004192772e-06,3.299423004192774e-06,15,15
3.9719636779736285e-06,2.47196367797363e-06,15,14
4.327861170170894e-06,2.727861170170896e-06,15,15
3.036819415709065e-06,2.5368194157090655e-06,12,-1
3.975228771673704e-06,2.4752287716737053e-06,15,14
4.958560755303707e-06,3.358560755303709e-06,15,15
4.458145598504567e-06,2.8581455985045684e-06,15,15
3.5442191961625114e-06,2.5442191961625125e-06,15,9
2.82444554863446e-06,2.5244455486344603e-06,10,-1
3.004190289834124e-06,2.5041902898341245e-06,12,-1
4.661406974263503e-06,3.0614069742635045e-06,15,15
3.417978397978946e-06,2.517978397978947e-06,15,8
2.393887959713264e-06,2.493887959713264e-06,1,-1
1.6099534739683926e-06,2.509953473968392e-06,7,2
2.57793083764194e-06,2.47793083764194e-06,8,-1
1.8117461744109443e-06,2.5117461744109436e-06,7,0
2.041648711068724e-06,2.5416487110687233e-06,5,-1
3.926171442494141e-06,2.526171442494143e-06,15,13
2.5650538087696547e-06,2.465053808769655e-06,8,-1
2.913943780520674e-06,2.5139437805206743e-06,11,-1
1.3054465479622345e-06,2.5054465479622334e-06,7,5
4.567958332167063e-06,2.967958332167065e-06,15,15
2.9327302101704586e-06,2.532730210170459e-06,11,-1
3.1018835762778103e-06,2.501883576277811e-06,13,-1
3.7900522502790878e-06,2.490052250279089e-06,15,12
1.1871362106867833e-06,2.487136210686782e-06,7,6
4.748534511583015e-06,3.148534511583017e-06,15,15
4.4191501466987575e-06,2.8191501466987592e-06,15,15
1.5438093249122944e-06,2.5438093249122935e-06,7,3
4.719104454214856e-06,3.119104454214858e-06,15,15
4.484444606639531e-06,2.884444606639533e-06,15,15
4.582742796828451e-06,2.9827427968284525e-06,15,15
1.844965197907798e-06,2.5449651979077974e-06,7,0
3.422204001107831e-06,2.522204001107832e-06,15,8
3.602636694927088e-06,2.5026366949270893e-06,15,10
1.7509001392603892e-06,2.4509001392603884e-06,7,0
3.3108029470871922e-06,2.510802947087193e-06,15,7
3.338517749541261e-06,2.538517749541262e-06,15,7
3.190449035803704e-06,2.4904490358037047e-06,14,-1
1.946113610921805e-06,2.5461136109218045e-06,6,-1
2.8761031776878325e-06,2.476103177687833e-06,11,-1
1.5486674469223235e-06,2.5486674469223224e-06,7,3
3.853322528187232e-06,2.4533225281872335e-06,15,13
2.7611659731650427e-06,2.461165973165043e-06,10,-1
4.846125780994683e-06,3.2461257809946844e-06,15,15
3.0240913401220192e-06,2.52409134012202e-06,12,-1
1.93851644083017e-06,2.538516440830169e-06,6,-1
2.5935829319380357e-06,2.493582931938036e-06,8,-1
1.6735184940277326e-06,2.473518494027732e-06,7,1
1.326816786787386e-06,2.5268167867873847e-06,7,5
2.8331179892918604e-06,2.5331179892918607e-06,10,-1
1.36426091055919e-06,2.464260910559189e-06,7,4
3.382829401850108e-06,2.482829401850109e-06,15,8
4.620716478869484e-06,3.0207164788694857e-06,15,15
1.1374053775336196e-06,2.537405377533618e-06,7,7
2.5442159883852574e-06,2.5442159883852574e-06,0,0
4.755123830746489e-06,3.155123830746491e-06,15,15
2.692584408290372e-06,2.492584408290372e-06,9,-1
1.1506123947778345e-06,2.450612394777833e-06,7,6
1.5794091864281082e-06,2.4794091864281074e-06,7,2
4.55254213329675e-06,2.9525421332967516e-06,15,15
1.5332293951295166e-06,2.5332293951295157e-06,7,3
2.4227145850111143e-06,2.522714585011114e-06,1,-1
3.967187629001894e-06,2.4671876290018954e-06,15,14
3.811188492488646e-06,2.5111884924886473e-06,15,12
4.8138632357143735e-06,3.2138632357143753e-06,15,15
2.8597155756204162e-06,2.4597155756204167e-06,11,-1
4.104669529471715e-06,2.5046695294717167e-06,15,15
1.6581447726270768e-06,2.458144772627076e-06,7,1
3.4346911016830323e-06,2.5346911016830333e-06,15,8
3.7512157104301676e-06,2.451215710430169e-06,15,12
2.36852927777619e-06,2.46852927777619e-06,1,-1
4.538283787130881e-06,2.9382837871308827e-06,15,15
4.626720025923641e-06,3.026720025923643e-06,15,15
1.0050673301549033e-06,2.405067330154902e-06,7,7
1.218070123891482e-06,2.518070123891481e-06,7,6
4.1389572221910675e-06,2.5389572221910692e-06,15,15
4.669501163477054e-06,3.069501163477056e-06,15,15
2.3380096675845488e-06,2.5380096675845486e-06,2,-1
4.040469269687643e-06,2.540469269687645e-06,15,14
2.9731262241944125e-06,2.473126224194413e-06,12,-1
3.0752074340513347e-06,2.4752074340513354e-06,13,-1
1.2609421997421872e-06,2.460942199742186e-06,7,5
2.8860132203272834e-06,2.486013220327284e-06,11,-1
1.4253118505060862e-06,2.525311850506085e-06,7,4
2.5925636022374376e-06,2.4925636022374377e-06,8,-1
1.3245890927428231e-06,2.524589092742822e-06,7,5
2.360436576445293e-06,2.4604365764452927e-06,1,-1
1.8114949662224813e-06,2.5114949662224806e-06,7,0
3.965548024290311e-06,2.465548024290313e-06,15,14
4.669444794391971e-06,3.0694447943919724e-06,15,15
2.137385265406428e-06,2.5373852654064274e-06,4,-1
3.206806657005501e-06,2.5068066570055017e-06,14,-1
1.9954620926033745e-06,2.495462092603374e-06,5,-1
2.6183035927786713e-06,2.5183035927786715e-06,8,-1
4.499300064879473e-06,2.899300064879475e-06,15,15
4.7991586992150015e-06,3.1991586992150032e-06,15,15
1.7653704801362623e-06,2.4653704801362616e-06,7,0
4.758410649205863e-06,3.1584106492058647e-06,15,15
3.0933193963027594e-06,2.49331939630276e-06,13,-1
2.5154051235303372e-06,2.5154051235303372e-06,0,0
4.5011090666628995e-06,2.9011090666629012e-06,15,15
1.2511338501088555e-06,2.451133850108854e-06,7,5
1.7210627812178468e-06,2.521062781217846e-06,7,1
2.4915764951051142e-06,2.4915764951051142e-06,0,0
2.6624197815303326e-06,2.462419781530333e-06,9,-1
3.7730510457815502e-06,2.4730510457815516e-06,15,12
4.509996137923897e-06,2.9099961379238986e-06,15,15
4.449007932796937e-06,2.849007932796939e-06,15,15
4.186031921873641e-06,2.586031921873643e-06,15,15
2.2867318599073266e-06,2.4867318599073263e-06,2,-1
2.0850426068588983e-06,2.485042606858898e-06,4,-1
3.98200276642908e-06,2.4820027664290817e-06,15,14
4.1093375060442415e-06,2.5093375060442432e-06,15,15
1.606572804996013e-06,2.506572804996012e-06,7,2
4.343454053591249e-06,2.743454053591251e-06,15,15
1.4429292962207484e-06,2.542929296220747e-06,7,4
3.6707552534219425e-06,2.470755253421944e-06,15,11
2.466640429347211e-06,2.466640429347211e-06,0,0
3.4757601517997132e-06,2.4757601517997144e-06,15,9
1.2291105420271958e-06,2.5291105420271944e-06,7,6
2.1464148674154546e-06,2.546414867415454e-06,4,-1
4.3413551303887645e-06,2.7413551303887663e-06,15,15
1.5428665176856e-06,2.542866517685599e-06,7,3
4.243262532112364e-06,2.6432625321123655e-06,15,15
3.0908721099958455e-06,2.490872109995846e-06,13,-1
4.075890091815716e-06,2.475890091815718e-06,15,15
1.8057131349459477e-06,2.505713134945947e-06,7,0
2.2583082737117926e-06,2.4583082737117924e-06,2,-1
2.7226220064642143e-06,2.5226220064642145e-06,9,-1
2.350049012733831e-06,2.450049012733831e-06,1,-1
1.5060162580261532e-06,2.5060162580261523e-06,7,3
1.5132050684476827e-06,2.5132050684476816e-06,7,3
1.1814113958030736e-06,2.4814113958030724e-06,7,6
1.8520396354319005e-06,2.4520396354319e-06,6,-1
2.7733407810590295e-06,2.47334078105903e-06,10,-1
2.7575257321549715e-06,2.457525732154972e-06,10,-1
4.048304418900003e-06,2.548304418900005e-06,15,14
4.083642527905621e-06,2.483642527905623e-06,15,15
4.542683114911836e-06,2.942683114911838e-06,15,15
2.0138698315971987e-06,2.513869831597198e-06,5,-1
1.7972215207302625e-06,2.497221520730262e-06,7,0
4.008492713265748e-06,2.5084927132657497e-06,15,14
1.1659179059623454e-06,2.4659179059623442e-06,7,6
1.3118492632717002e-06,2.511849263271699e-06,7,5
4.597422813256288e-06,2.99742281325629e-06,15,15
4.235621360514466e-06,2.6356213605144677e-06,15,15
2.888341862559989e-06,2.4883418625599896e-06,11,-1
